id,CH,CH_traditional,Pinyin,POS,EN,CH_Sentence,EN_Sentence,media
3086,军人,軍人,jūnrén,noun,"soldier, military personnel",他从小就梦想成为一名<b>军人</b>。,He has dreamed of becoming a <b>soldier</b> since he was a child.,
3087,物件,物件,wùjiàn,noun,"thing, object, article",每一个小<b>物件</b>都有它的故事。,Every small <b>object</b> has its own story.,
3088,省府,省府,shěngfǔ,noun,provincial government,<b>省府</b>就在这条街的尽头。,The <b>provincial government</b> is at the end of this street.,
3089,背,背,bèi,verb,"recite from memory, learn by heart",他在<b>背</b>英语单词。,He is <b>learning</b> English words <b>by heart</b>.,
3090,书法,書法,shūfǎ,noun,calligraphy,他的<b>书法</b>写得非常漂亮。,His <b>calligraphy</b> is very beautiful.,
3091,运输,運輸,yùnshū,verb,"transport, transportation",这些货物将通过铁路<b>运输</b>。,These goods will be <b>transported</b> by rail.,
3092,礼拜,禮拜,lǐbài,noun,"week, religious service",我们下个<b>礼拜</b>去上海出差。,We are going to Shanghai for a business trip next <b>week</b>.,
3093,观,觀,guān,verb,"look at, watch, observe",很多游客在<b>观</b>看表演。,Many tourists are <b>watching</b> the performance.,
3094,愿望,願望,yuànwàng,noun,"wish, desire, aspiration",我的<b>愿望</b>终于实现了。,My <b>wish</b> finally came true.,
3095,临床,臨床,línchuáng,adj,clinical,这种新药正在进行<b>临床</b>试验。,This new drug is undergoing <b>clinical</b> trials.,
3096,练,練,liàn,verb,"practice, train, drill",我每天早上都<b>练</b>钢琴。,I <b>practice</b> the piano every morning.,
3097,麻烦,麻煩,máfan,verb,"trouble, bother",能不能<b>麻烦</b>你帮个忙？,Could I <b>trouble</b> you for a favor?,
3098,当成,當成,dāngchéng,verb,"regard as, treat as",别把我<b>当成</b>外人。,Don't <b>treat</b> me <b>as</b> an outsider.,
3099,皇帝,皇帝,huángdì,noun,emperor,<b>皇帝</b>住在紫禁城。,The <b>emperor</b> lived in the Forbidden City.,
3100,男孩,男孩,nánhái,noun,"boy, male child",那个穿红衣服的<b>男孩</b>是谁？,Who is that <b>boy</b> in red?,
3101,有钱,有錢,yǒuqián,adj,"rich, wealthy",他家里很<b>有钱</b>。,His family is very <b>rich</b>.,
3102,瑞士,瑞士,Ruìshì,noun,Switzerland,他打算去<b>瑞士</b>旅游。,He plans to travel to <b>Switzerland</b>.,
3103,何况,何況,hékuàng,conj,"let alone, much less",连大人都搬不动，<b>何况</b>是小孩？,"Even adults can't move it, <b>let alone</b> a child.",
3104,扩充,擴充,kuòchōng,verb,"expand, augment",公司计划在今年<b>扩充</b>人员。,The company plans to <b>expand</b> its staff this year.,
3105,奖励,獎勵,jiǎnglì,verb,"reward, award",老师<b>奖励</b>了三名优秀学生。,The teacher <b>awarded</b> three outstanding students.,
3106,分布,分佈,fēnbù,verb,"be distributed, be scattered",这种植物主要<b>分布</b>在热带地区。,This plant is mainly <b>distributed</b> in tropical regions.,
3107,分布,分布,fēnbù,verb,"be distributed, be scattered",人口的<b>分布</b>并不均匀。,The <b>distribution</b> of the population is not even.,
3108,竞赛,競賽,jìngsài,noun,"competition, contest",他在数学<b>竞赛</b>中获得了第一名。,He won first place in the math <b>competition</b>.,
3109,对应,對應,duìyìng,verb,"correspond, match",这里的编号与图纸上的说明相<b>对应</b>。,The numbers here <b>correspond</b> to the descriptions on the drawing.,
3110,严肃,嚴肅,yánsù,adj,"serious, solemn",老师脸上的表情非常<b>严肃</b>。,The teacher's expression was very <b>serious</b>.,
3111,脱离,脫離,tuōlí,verb,"break away from, detach",宇航员在太空中<b>脱离</b>了引力的束缚。,The astronaut <b>broke away from</b> the constraints of gravity in space.,
3112,主委,主委,zhǔwěi,noun,"committee chairman, head member",<b>主委</b>正在主持关于新政策的会议。,The <b>committee chairman</b> is presiding over the meeting on the new policy.,
3113,应付,應付,yìngfù,verb,"deal with, cope with",我们必须想办法<b>应付</b>这个紧急情况。,We must find a way to <b>deal with</b> this emergency.,
3114,注意到,注意到,zhùyìdào,verb,"notice, observe",我<b>注意到</b>他今天穿了一件新衬衫。,I <b>noticed</b> that he is wearing a new shirt today.,
3115,安装,安裝,ānzhuāng,verb,"install, set up",工人们正在<b>安装</b>新的空调系统。,The workers are <b>installing</b> a new air conditioning system.,
3116,国王,國王,guówáng,noun,"king, monarch",<b>国王</b>统治着整个国家。,The <b>king</b> rules the entire country.,
3117,著,著,zhuó,verb,"wear, put on",他脚<b>著</b>黑色皮鞋。,He is <b>wearing</b> black leather shoes.,
3118,笔,筆,bǐ,measure,"measure word for sums of money, deals, or strokes",这是一<b>笔</b>不小的数目。,This is quite a large <b>sum</b> of money.,
3119,发达,發達,fādá,adj,"developed, flourishing",这里的交通非常<b>发达</b>。,The transportation here is very <b>developed</b>.,
3120,单一,單一,dānyī,adj,"single, unitary",我们不应该只依靠<b>单一</b>的收入来源。,We should not rely on a <b>single</b> source of income.,
3121,历经,歷經,lìjīng,verb,"go through, experience",这座建筑<b>历经</b>了数百年的风雨。,This building has <b>gone through</b> hundreds of years of wind and rain.,
3122,饮料,飲料,yǐnliào,noun,"beverage, drink",你想喝点什么冷<b>饮料</b>吗？,Would you like to have some cold <b>beverages</b>?,
3123,万一,萬一,wànyī,conj,"just in case, if",<b>万一</b>明天下雨，我们就改在室内。,"<b>Just in case</b> it rains tomorrow, we will move indoors.",
3124,机械,機械,jīxiè,noun,"machinery, machine",这个工厂需要更新一些旧的<b>机械</b>。,The factory needs to update some old <b>machinery</b>.,
3125,影响力,影響力,yǐngxiǎnglì,noun,"influence, impact",他在社交媒体上拥有巨大的<b>影响力</b>。,He has great <b>influence</b> on social media.,
3126,不免,不免,bùmiǎn,adv,"unavoidably, inevitably",第一次上台，他<b>不免</b>感到有些紧张。,"Speaking on stage for the first time, he <b>unavoidably</b> felt a bit nervous.",
3127,加速,加速,jiāsù,verb,"accelerate, quicken",我们必须**加速**项目的进展。,We must **accelerate** the progress of the project.,
3128,加州,加州,Jiāzhōu,noun,California,他打算下个月搬到**加州**去。,He plans to move to **California** next month.,
3129,专,專,zhuān,adj,"special, focused",这部电梯是**专**用的。,This elevator is for **special** use.,
3130,比率,比率,bǐlǜ,noun,"ratio, rate",这里的失业**比率**正在下降。,The unemployment **rate** here is decreasing.,
3131,科目,科目,kēmù,noun,"subject, course",数学是我最喜欢的**科目**。,Mathematics is my favorite **subject**.,
3132,致力,致力,zhìlì,verb,"devote oneself, work for",他一生都**致力**于环境保护。,He has **devoted** his life **to** environmental protection.,
3133,完善,完善,wánshàn,adj,"perfect, complete",我们需要一个更**完善**的计划。,We need a more **perfect** plan.,
3134,成人,成人,chéngrén,noun,"adult, grown-up",这部电影不适合非**成人**观看。,This movie is not suitable for non-**adults**.,
3135,吵架,吵架,chǎojià,verb,"quarrel, argue",他们总是为了一点小事**吵架**。,They are always **quarreling** over trifles.,
3136,名额,名額,míngé,noun,"quota, vacancy",进修的**名额**非常有限。,The **quota** for advanced studies is very limited.,
3137,发,發,fā,verb,"distribute, issue",老师正在给学生们**发**试卷。,The teacher is **distributing** test papers to the students.,
3138,换句话说,換句話說,huàn jù huà shuō,idiom,"in other words, that is to say",**换句话说**，他不同意我们的提议。,"**In other words**, he does not agree with our proposal.",
3139,产,產,chǎn,verb,"produce, give birth",这个工厂每年**产**出大量汽车。,This factory **produces** a large number of cars every year.,
3140,不然,不然,bùrán,conj,"otherwise, or else",快点，**不然**我们就迟到了。,"Hurry up, **otherwise** we will be late.",
3141,支付,支付,zhīfù,verb,"pay, defray",你可以用信用卡**支付**账单。,You can **pay** the bill with a credit card.,
3142,可行,可行,kěxíng,adj,"feasible, practicable",这是一个非常**可行**的方案。,This is a very **feasible** plan.,
3143,变化,變化,biànhuà,noun,"change, variation",这几年这里的**变化**很大。,There have been great **changes** here in recent years.,
3144,竞选,競選,jìngxuǎn,verb,"campaign, run for",他决定参加明年的总统**竞选**。,He decided to **campaign** for the presidency next year.,
3145,关,關,guān,verb,"close, shut, turn off",请离开时记得**关**门。,Please remember to **close** the door when you leave.,
3146,双手,雙手,shuāngshǒu,noun,both hands,他用**双手**接过了礼物。,He took the gift with **both hands**.,
3147,有些,有些,yǒuxiē,adv,"some, somewhat, a few",他<b>有些</b>不舒服。,He feels <b>somewhat</b> unwell.,
3148,名,名,míng,adj,"famous, well-known",这是一位有<b>名</b>的医生。,This is a <b>famous</b> doctor.,
3149,表,表,biǎo,verb,"express, show, indicate",他送花以<b>表</b>心意。,He gave flowers to <b>express</b> his feelings.,
3150,社员,社員,shèyuán,noun,"member, club member",我是篮球队的一名<b>社员</b>。,I am a <b>member</b> of the basketball club.,
3151,反应,反應,fǎnyìng,verb,"react, respond, reaction",她对这个消息没有<b>反应</b>。,She did not <b>react</b> to the news.,
3152,假,假,jiǎ,adj,"fake, false, artificial",他带了一个<b>假</b>发。,He wore a <b>fake</b> wig.,
3153,乐园,樂園,lèyuán,noun,"paradise, playground, amusement park",孩子们很喜欢去这个<b>乐园</b>玩。,Children love playing at this <b>playground</b>.,
3154,饿死,餓死,èsǐ,verb,"starve to death, famish",在那个荒岛上，他差点儿<b>饿死</b>。,"On that deserted island, he almost <b>starved to death</b>.",
3155,湖,湖,hú,noun,lake,<b>湖</b>水非常清澈。,The <b>lake</b> water is very clear.,
3156,国际化,國際化,guójìhuà,verb,"internationalize, internationalization",这座城市变得越来越<b>国际化</b>了。,This city is becoming more and more <b>internationalized</b>.,
3157,营养,營養,yíngyǎng,noun,"nutrition, nourishment",这种蔬菜很有<b>营养</b>。,This vegetable is very <b>nutritious</b>.,
3158,转,轉,zhuǎn,verb,"turn, shift, transfer",请在下一个路口向左<b>转</b>。,Please <b>turn</b> left at the next intersection.,
3159,不便,不便,bùbiàn,adj,"inconvenient, inappropriate",停电给我们的生活带来了很多<b>不便</b>。,The power outage caused a lot of <b>inconvenience</b> to our lives.,
3160,反,反,fǎn,verb,"rebel, oppose",奴隶们起义造<b>反</b>。,The slaves rose up to <b>rebel</b>.,
3161,山地,山地,shāndì,noun,"mountainous area, hilly country",这里的<b>山地</b>非常险峻。,The <b>mountainous</b> terrain here is very steep.,
3162,考验,考驗,kǎoyàn,verb,"test, trial, ordeal",这项任务是对他能力的巨大<b>考验</b>。,This task is a great <b>test</b> of his ability.,
3163,不变,不變,bùbiàn,adj,"unchanged, constant",虽然过了很多年，但他的理想依然<b>不变</b>。,"Although many years have passed, his ideal remains <b>unchanged</b>.",
3164,成,成,chéng,verb,"become, accomplish, succeed",他努力工作，终于<b>成</b>了名。,He worked hard and finally <b>became</b> famous.,
3165,时光,時光,shíguāng,noun,"time, era, period of time",难忘那段快乐的校园<b>时光</b>。,That happy school <b>time</b> is unforgettable.,
3166,念书,念書,niànshū,verb,"study, read",他正在房间里认真地<b>念书</b>。,He is <b>studying</b> seriously in his room.,
3167,多元化,多元化,duōyuánhuà,verb,"diversify, multifaceted",该公司的投资已经实现了<b>多元化</b>。,The company's investments have been <b>diversified</b>.,
3168,交通部,交通部,jiāotōngbù,noun,Ministry of Communications,<b>交通部</b>发布了新的交通法规。,The <b>Ministry of Communications</b> released new traffic regulations.,
3169,依法,依法,yīfǎ,adv,"lawfully, according to law",公民应当<b>依法</b>纳税。,Citizens should pay taxes <b>in accordance with the law</b>.,
3170,艘,艘,sāo,measure,measure word for ships and boats,港口停泊着一<b>艘</b>巨大的货轮。,A huge <b>ship</b> is docked in the harbor.,
3171,强化,強化,qiánghuà,verb,"strengthen, intensify",我们需要<b>强化</b>团队合作意识。,We need to <b>strengthen</b> our sense of teamwork.,
3172,烟,煙,yān,noun,"smoke, cigarette",厨房里冒出了浓浓的<b>烟</b>。,Thick <b>smoke</b> rose from the kitchen.,
3173,势力,勢力,shìlì,noun,"influence, power, force",邪恶<b>势力</b>最终会被正义战胜。,Evil <b>forces</b> will eventually be defeated by justice.,
3174,敌人,敵人,dírén,noun,"enemy, foe",面对<b>敌人</b>，士兵们毫不退缩。,"Facing the <b>enemy</b>, the soldiers did not flinch.",
3175,仪器,儀器,yíqì,noun,"instrument, apparatus",实验室里摆满了精密的<b>仪器</b>。,The laboratory is filled with precision <b>instruments</b>.,
3176,功夫,功夫,gōngfu,noun,"skill, effort, kung fu",他在书法上花了不少<b>功夫</b>。,He spent a lot of <b>effort</b> on calligraphy.,
3177,不景气,不景氣,bùjǐngqì,adj,"depressed, sluggish, recession",由于经济<b>不景气</b>，许多工厂关闭了。,"Due to the economic <b>recession</b>, many factories closed.",
3178,离婚,離婚,líhūn,verb,divorce,他们去年决定<b>离婚</b>。,They decided to <b>divorce</b> last year.,
3179,持,持,chí,verb,"hold, maintain",双方各<b>持</b>己见，无法达成共识。,Both sides <b>held</b> to their own views and could not reach a consensus.,
3180,财政,財政,cáizhèng,noun,"finance, financial",政府正在努力解决<b>财政</b>危机。,The government is working hard to solve the <b>financial</b> crisis.,
3181,伦理,倫理,lúnlǐ,noun,"ethics, morals",医生必须遵守职业<b>伦理</b>。,Doctors must abide by professional <b>ethics</b>.,
3182,强盗,強盜,qiángdào,noun,"robber, bandit",那个<b>强盗</b>抢走了她的钱包。,That <b>robber</b> snatched her purse.,
3183,负面,負面,fùmiàn,adj,"negative, reverse",这种行为会产生<b>负面</b>的影响。,This kind of behavior will have a <b>negative</b> impact.,
