id,Lemma,POS,PL_full,PL,EN,PL_sentence,EN_sentence,media
810,chrapać,VERB,chrapać,chrapać,snore,"Mój mąż głośno <b>chrapie</b>, kiedy głęboko śpi.",My husband <b>snores</b> loudly when he sleeps deeply.,
811,ziewać,VERB,ziewać,ziewać,yawn,"Przestań <b>ziewać</b> i skup się na tym, co mówię.",Stop <b>yawning</b> and focus on what I am saying.,
812,ziewnięcie,NOUN,ziewnięcie,ziewnięcie,yawn,Próbował ukryć <b>ziewnięcie</b> za dłonią podczas spotkania.,He tried to hide a <b>yawn</b> behind his hand during the meeting.,
813,zdrzemnąć się,VERB,zdrzemnąć się,zdrzemnąć się,"nap, sleep awhile","Ja poprowadzę, a wy się trochę <b>zdrzemniecie</b>.",I’ll drive and you <b>nap</b> awhile.,
814,zdrzemnąć się,VERB,zdrzemnąć się,zdrzemnąć się,"nap, sleep a little",<b>Zdrzemnąłem się</b> trochę po południu.,I <b>napped</b> a little in the afternoon.,
815,sen,NOUN,sen,sen,sleep,Nie potrzebuję dużo <b>snu</b>.,I don’t need much <b>sleep</b>.,
816,zasnąć,VERB,zasnąć,zasnąć,fall asleep,O mało nie <b>zasnąłem</b> podczas nudnego wykładu.,I nearly <b>fell asleep</b> during the boring lecture.,
817,chrapanie,NOUN,chrapanie,chrapanie,snoring,Usłyszałem <b>chrapanie</b> mojej ciotki.,I heard my aunt <b>snoring</b>.,
818,kłaść się,VERB,kłaść się,kłaść się,"to lie down, go to bed",Jeszcze nie <b>położył się</b> do łóżka.,He hasn't <b>gone to bed</b> yet.,
819,spać,VERB,spać,spać,to sleep,"Nie potrafię powiedzieć, jak długo <b>spałem</b>.",I cannot tell how long I <b>slept</b>.,
820,zasnąć,VERB,zasnąć,zasnąć,"to fall asleep, get to sleep",Nie mogłem <b>zasnąć</b>.,I couldn't <b>fall asleep</b>.,
821,kłaść,VERB,kłaść,kłaść,"to put, lay down",<b>Położyła</b> swoje dziecko spać.,She <b>put</b> her child to sleep.,
822,sen,NOUN,sen,sen,"sleep, dream",Ona mówi przez <b>sen</b>.,She talks in her <b>sleep</b>.,
823,budzik,NOUN,budzik,budzik,alarm clock,"Spałem dalej, mimo że dzwonił <b>budzik</b>.",I slept through the <b>alarm clock</b>.,
824,sypiać,VERB,sypiać,sypiać,to sleep (habitually),Nie <b>sypiam</b> dobrze.,I don't <b>sleep</b> well.,
825,regenerować się,VERB,regenerować się,regenerować się,"to regenerate, rebuild",Ciało <b>regeneruje się</b> podczas snu.,The body <b>regenerates</b> during sleep.,
826,przespać się,VERB,przespać się,przespać się,"to get some sleep, take a nap",Powinieneś się trochę <b>przespać</b>.,You should <b>get some sleep</b>.,
827,nie zmrużyć oka,PHRASE,nie zmrużyć oka,nie zmrużyć oka,to not sleep a wink,Nie <b>zmrużył oka</b> przez całą noc.,He didn't <b>sleep a wink</b> all night.,
828,przespać,VERB,przespać,przespać,"to sleep through, sleep away",<b>Przespałem</b> cały dzień.,I <b>slept through</b> the whole day.,
829,obudzić się,VERB,obudzić się,obudzić się,"to wake up, awaken","Będziemy głodni, jak się <b>obudzimy</b>.",We'll be hungry when we <b>wake up</b>.,
830,otwarty,ADJ,otwarty,otwarty,open,Śpię przy <b>otwartym</b> oknie.,I sleep with the <b>open</b> window.,
831,chrapać,VERB,chrapać,chrapać,to snore,Głośno <b>chrapał</b> przez całą noc.,He was <b>snoring</b> loudly all night.,
832,chodzić na zajęcia,PHRASE,chodzić na zajęcia,chodzić na zajęcia,"to attend classes, go to classes",Musisz regularnie <b>chodzić na zajęcia</b>.,You have to <b>attend classes</b> regularly.,
833,tablica,NOUN,tablica,tablica,"blackboard, board",Nauczyciel napisał zadanie na <b>tablicy</b>.,The teacher wrote the task on the <b>blackboard</b>.,
834,przerwa,NOUN,przerwa,przerwa,"break, pause",Zadzwonił dzwonek na <b>przerwę</b>.,The bell rang for a <b>break</b>.,
835,ściąga,NOUN,ściąga,ściąga,"cheat sheet, crib sheet",Nauczyciel przyłapał go ze <b>ściągą</b>.,The teacher caught him with a <b>cheat sheet</b>.,
836,sala lekcyjna,NOUN,sala lekcyjna,sala lekcyjna,classroom,Nasza <b>sala lekcyjna</b> jest na drugim piętrze.,Our <b>classroom</b> is on the second floor.,
837,zebrać zadania domowe,PHRASE,zebrać zadania domowe,zebrać zadania domowe,to collect homework,Nauczyciel musiał <b>zebrać zadania domowe</b> na początku lekcji.,The teacher had to <b>collect homework</b> at the beginning of the lesson.,
838,wypracowanie,NOUN,wypracowanie,wypracowanie,"composition, essay, paper",Napisałem długie <b>wypracowanie</b> na temat historii Polski.,I wrote a long <b>composition</b> about the history of Poland.,
839,dyktando,NOUN,dyktando,dyktando,dictation,Jutro na lekcji polskiego będziemy pisać <b>dyktando</b>.,"Tomorrow in Polish class, we will write a <b>dictation</b>.",
840,dobrze się uczyć,PHRASE,dobrze się uczyć,dobrze się uczyć,"to do well at school, to study well",Mój brat zawsze stara się <b>dobrze się uczyć</b>.,My brother always tries to <b>do well at school</b>.,
841,egzamin wstępny,PHRASE,egzamin wstępny,egzamin wstępny,"entrance examination, entrance exam","Musisz zdać <b>egzamin wstępny</b>, aby dostać się na te studia.",You must pass an <b>entrance examination</b> to get into this university course.,
842,esej,NOUN,esej,esej,essay,Student napisał interesujący <b>esej</b> o filozofii.,The student wrote an interesting <b>essay</b> on philosophy.,
843,wychowawca klasy,PHRASE,wychowawca klasy,wychowawca klasy,"form teacher, homeroom teacher",Naszy <b>wychowawca klasy</b> zorganizował wycieczkę w góry.,Our <b>form teacher</b> organized a trip to the mountains.,
844,czwarta klasa,PHRASE,czwarta klasa,czwarta klasa,"fourth form, fourth grade",Moja córka chodzi teraz do <b>czwartej klasy</b>.,My daughter is now in the <b>fourth grade</b>.,
845,dobre oceny,PHRASE,dobre oceny,dobre oceny,"good marks, good grades","Jeśli będziesz mieć <b>dobre oceny</b>, dostaniesz stypendium.","If you have <b>good marks</b>, you will get a scholarship.",
846,ocena,NOUN,ocena,ocena,"grade, mark, assessment",Dostałem bardzo dobrą <b>ocenę</b> ze sprawdzianu z matematyki.,I got a very good <b>grade</b> on the math test.,
847,szkoła średnia,PHRASE,szkoła średnia,szkoła średnia,"secondary school, high school",Po podstawówce uczniowie idą do <b>szkoły średniej</b>.,"After primary school, students go to <b>secondary school</b>.",
848,praca w grupach,PHRASE,praca w grupach,praca w grupach,"groupwork, group work",<b>Praca w grupach</b> uczy dzieci współpracy.,<b>Groupwork</b> teaches children how to cooperate.,
849,dyrektor szkoły,PHRASE,dyrektor szkoły,dyrektor szkoły,"headmaster, principal",<b>Dyrektor szkoły</b> ogłosił jutrzejszy dzień wolnym od zajęć.,The <b>headmaster</b> announced that tomorrow is a day off.,
850,zadanie domowe,PHRASE,zadanie domowe,zadanie domowe,"homework, home assignment",Nie zdążyłem jeszcze odrobić <b>zadania domowego</b>.,I haven't had time to do my <b>homework</b> yet.,
851,uczyć się,VERB,uczyć się,uczyć się,"to learn, to study",Wieczorem muszę <b>uczyć się</b> do egzaminu.,"In the evening, I have to <b>study</b> for the exam.",
852,lekcja,NOUN,lekcja,lekcja,"lesson, class",Ta <b>lekcja</b> historii była bardzo ciekawa.,That history <b>lesson</b> was very interesting.,
853,słabe oceny,PHRASE,słabe oceny,słabe oceny,"low marks, poor grades","On ma <b>słabe oceny</b> z chemii, bo nie lubi tego przedmiotu.",He has <b>low marks</b> in chemistry because he doesn't like the subject.,
854,opuszczać lekcje,PHRASE,opuszczać lekcje,opuszczać lekcje,"to miss classes, to skip lessons",Nie wolno <b>opuszczać lekcji</b> bez ważnego powodu.,You are not allowed to <b>miss classes</b> without a valid reason.,
855,szkoła podstawowa,PHRASE,szkoła podstawowa,szkoła podstawowa,"primary school, elementary school",Moja <b>szkoła podstawowa</b> znajdowała się blisko domu.,My <b>primary school</b> was located near my house.,
856,uczeń,NOUN,uczeń,uczeń,"pupil, student",Każdy <b>uczeń</b> w naszej szkole nosi mundurki.,Every <b>pupil</b> in our school wears a uniform.,
857,zgłaszać się,VERB,zgłaszać się,zgłaszać się,"volunteer, put up one's hand","Nauczyciel zapytał, kto zna odpowiedź, więc Marek **zgłosił się** jako pierwszy.","The teacher asked who knew the answer, so Marek **put up his hand** first.",
858,powtarzać rok,PHRASE,powtarzać rok,powtarzać rok,"repeat a year, stay back",Musiał **powtarzać rok** z powodu bardzo słabych ocen z matematyki.,He had to **repeat a year** because of very poor grades in maths.,
859,świadectwo szkolne,PHRASE,świadectwo szkolne,świadectwo szkolne,"school report, report card",Na koniec roku każdy uczeń otrzymuje **świadectwo szkolne**.,"At the end of the year, every student receives a **school report**.",
860,szkolne lata,PHRASE,szkolne lata,szkolne lata,"schooldays, school years",Zawsze z sentymentem wspominam moje **szkolne lata**.,I always look back at my **schooldays** with sentiment.,
861,temat lekcji,PHRASE,temat lekcji,temat lekcji,"lesson topic, subject of a lesson",Nauczyciel zapisał nowy **temat lekcji** na środku tablicy.,The teacher wrote the new **lesson topic** in the middle of the board.,
862,pisać testy,PHRASE,pisać testy,pisać testy,"take tests, write tests",Uczniowie nie lubią **pisać testów** w każdy poniedziałek rano.,Students don't like **taking tests** every Monday morning.,
863,nauczać,VERB,nauczać,nauczać,"teach, instruct",Mój dziadek przez trzydzieści lat **nauczał** historii w liceum.,My grandfather was **teaching** history in high school for thirty years.,
864,nauczyciel,NOUN,nauczyciel,nauczyciel,"teacher, instructor","Nasz **nauczyciel** biologii jest bardzo wymagający, ale sprawiedliwy.",Our biology **teacher** is very demanding but fair.,
865,szkoła zawodowa,PHRASE,szkoła zawodowa,szkoła zawodowa,"vocational school, trade school","Po podstawówce Jan zdecydował, że **szkoła zawodowa** będzie najlepszym wyborem.","After primary school, Jan decided that a **vocational school** would be the best choice.",
866,wyjaśniać,VERB,wyjaśniać,wyjaśniać,"explain, clarify",Nauczyciel **wyjaśnił** teorię punkt po punkcie.,The teacher **explained** the theory point by point.,
867,obniżać,VERB,obniżać,obniżać,"mark down, lower, reduce",**Obniżono** mu ocenę za błędy ortograficzne.,He was **marked down** for bad spelling.,
868,uczyć się,VERB,uczyć się,uczyć się,"learn, study","**Uczę się** języków obcych, bo chcę podróżować po świecie.",I **learn** foreign languages because I want to travel the world.,
869,iść,VERB,iść,iść,"go, do well",W szkole dobrze jej **idzie**.,She is **doing** well at school.,
870,pójść,VERB,pójść,pójść,"go, head to",**Poszła** do szkoły mimo bardzo złej pogody.,She **went** to school despite the very bad weather.,
871,dobry,ADJ,dobry,dobry,"good, proficient","Jest **dobry** z matematyki, więc zawsze pomaga kolegom.","He is **good** at maths, so he always helps his classmates.",
872,kurs,NOUN,kurs,kurs,"course, class",Chodzi na **kursy** angielskiego w każdy wtorek i czwartek.,She attends English **courses** every Tuesday and Thursday.,
873,zajęcia,NOUN,zajęcia,zajęcia,"classes, lessons","Nie lubił **zajęć**, ponieważ trwały zbyt długo.",He did not like **classes** because they lasted too long.,
874,ukończyć,VERB,ukończyć,ukończyć,"finish, complete, graduate",W wieku piętnastu lat **ukończyła** szkołę średnią.,She **finished** high school at the age of fifteen.,
875,nauczyć się,VERB,nauczyć się,nauczyć się,"learn, master",Szybko **nauczyła się** języka francuskiego podczas pobytu w Paryżu.,She **learned** French quickly during her stay in Paris.,
876,uczęszczać,VERB,uczęszczać,uczęszczać,"attend, go to","Przestał **uczęszczać** do szkoły, kiedy miał 12 lat.",He stopped **attending** school when he was 12 years old.,
877,szkoła,NOUN,szkoła,szkoła,school,Nie chcą chodzić do <b>szkoły</b>.,They don’t want to go to <b>school</b>.,
878,dziecinnie prosty,ADJ,dziecinnie prosty,dziecinnie prosty,"child's play, very easy",Matematyka jest dla niego <b>dziecinnie prosta</b>.,Mathematics is <b>child's play</b> to him.,
879,wrócić,VERB,wrócić,wrócić,"return, come back","Kiedy <b>wróciłem</b> ze szkoły, zjadłem obiad.","When I <b>got back</b> from school, I ate lunch.",
880,chodzić,VERB,chodzić,chodzić,"attend, go",<b>Chodzimy</b> do tej samej szkoły.,We <b>attend</b> the same school.,
881,lekcja,NOUN,lekcja,lekcja,"lesson, class",Dzisiaj nie było <b>lekcji</b>.,There was no <b>school</b> today.,
882,zdać egzamin śpiewająco,PHRASE,zdać egzamin śpiewająco,zdać egzamin śpiewająco,"pass with flying colours, pass easily",On <b>zdał egzamin śpiewająco</b>.,He <b>passed the exam with flying colours</b>.,
883,odrabiać lekcje,PHRASE,odrabiać lekcje,odrabiać lekcje,do homework,Nie chce mi się <b>odrabiać lekcji</b>.,I can't be bothered to <b>do homework</b>.,
884,uczennica,NOUN,uczennica,uczennica,"pupil, student",W szkole była świetną <b>uczennicą</b>.,At school she was an excellent <b>pupil</b>.,
885,studia licencjackie,PHRASE,studia licencjackie,studia licencjackie,"Bachelor's degree, undergraduate studies",Moja siostra kończy <b>studia licencjackie</b>.,My sister is finishing her <b>Bachelor's degree</b>.,
886,rektor,NOUN,rektor,rektor,"rector, chancellor",<b>Rektor</b> wygłosił przemówienie inauguracyjne.,The <b>rector</b> delivered the inaugural speech.,
887,kolegium,NOUN,kolegium,kolegium,"college, board",Studiuję w <b>kolegium</b> nauczycielskim.,I study at a teacher training <b>college</b>.,
888,dziekan,NOUN,dziekan,dziekan,dean,Muszę uzyskać podpis od <b>dziekana</b>.,I need to get a signature from the <b>dean</b>.,
889,egzamin,NOUN,egzamin,egzamin,"exam, examination",Jutro mam trudny <b>egzamin</b> z biologii.,I have a difficult biology <b>exam</b> tomorrow.,
890,egzaminować,VERB,egzaminować,egzaminować,"examine, test",Profesor <b>egzaminował</b> nas przez dwie godziny.,The professor <b>examined</b> us for two hours.,
891,wydział,NOUN,wydział,wydział,"faculty, department",Studiuję na <b>wydziale</b> filologicznym.,I am studying at the <b>faculty</b> of philology.,
892,nie zdać egzaminu,PHRASE,nie zdać egzaminu,nie zdać egzaminu,"fail an exam, flunk an exam","Bardzo się bał, że może <b>nie zdać egzaminu</b>.",He was very afraid that he might <b>fail the exam</b>.,
893,absolwent,NOUN,absolwent,absolwent,"graduate, alumnus",Każdy <b>absolwent</b> otrzymał dyplom ukończenia studiów.,Every <b>graduate</b> received a degree diploma.,
894,student ostatniego roku,PHRASE,student ostatniego roku,student ostatniego roku,"final-year student, senior",Jako <b>student ostatniego roku</b> muszę napisać pracę.,"As a <b>final-year student</b>, I have to write a thesis.",
895,studia podyplomowe,PHRASE,studia podyplomowe,studia podyplomowe,"postgraduate studies, graduate studies",Zdecydowałem się na <b>studia podyplomowe</b> z marketingu.,I decided to take <b>postgraduate studies</b> in marketing.,
896,wykład,NOUN,wykład,wykład,lecture,Ten <b>wykład</b> był niezwykle interesujący.,This <b>lecture</b> was extremely interesting.,
897,wykładowca,NOUN,wykładowca,wykładowca,"lecturer, instructor",Nasz <b>wykładowca</b> jest bardzo wymagający.,Our <b>lecturer</b> is very demanding.,
898,magister nauk humanistycznych,PHRASE,magister nauk humanistycznych,magister nauk humanistycznych,"Master of Arts, MA",Po pięciu latach studiów otrzymał tytuł <b>magistra nauk humanistycznych</b>.,"After five years of studies, he received the title of <b>Master of Arts</b>.",
899,studia magisterskie,PHRASE,studia magisterskie,studia magisterskie,"Master's degree programme, Master's studies",Czy planujesz kontynuować naukę na <b>studiach magisterskich</b>?,Are you planning to continue your education in a <b>Master's degree programme</b>?,
900,egzamin ustny,PHRASE,egzamin ustny,egzamin ustny,"oral exam, oral examination",Najbardziej stresuje mnie <b>egzamin ustny</b> z języka polskiego.,The <b>oral exam</b> in Polish is the most stressful for me.,
901,zdać egzamin,PHRASE,zdać egzamin,zdać egzamin,"pass an exam, pass a test","Muszę ciężko pracować, aby <b>zdać egzamin</b> końcowy.",I have to work hard to <b>pass the exam</b> final.,
902,profesor,NOUN,profesor,profesor,"professor, lecturer",Nasz <b>profesor</b> od historii jest bardzo wymagający.,Our history <b>professor</b> is very demanding.,
903,semestr,NOUN,semestr,semestr,"semester, term",Zimowy <b>semestr</b> kończy się w lutym.,The winter <b>semester</b> ends in February.,
904,seminarium,NOUN,seminarium,seminarium,"seminar, workshop",Dzisiejsze <b>seminarium</b> dotyczyło literatury współczesnej.,Today's <b>seminar</b> was about contemporary literature.,
